loan_id,customer_id,origination_date,maturity_date,region,country,industry,customer_segment,loan_product,loan_amount,outstanding_balance,interest_rate,term_months,credit_score,annual_revenue_m,collateral_value,ltv,debt_service_coverage_ratio,payment_status,days_past_due,risk_score,risk_bucket,default_flag
L100695,C1164,2025-03-10,2029-03-10,Europe,France,Technology,Enterprise,Trade Finance,3066162.71,2610215.6,0.032,48,754.0,484.04,4194393.76,0.622,1.98,Current,0,17.3,Low,0
L100696,C1192,2024-07-03,2029-07-03,Asia-Pacific,Singapore,Energy,SME,Leasing,140842.1,122845.14,0.0966,60,616.0,3.84,161105.43,0.763,1.3,Current,0,58.3,Elevated,0
L100697,C1175,2024-06-07,2027-06-07,Europe,United Kingdom,Manufacturing,Mid-Market,Leasing,416928.63,237053.63,0.0542,36,671.0,140.11,679489.05,0.349,1.23,Late 60,119,64.9,Elevated,0
L100698,C1341,2025-03-22,2029-03-22,Asia-Pacific,India,Manufacturing,SME,Working Capital,222560.14,202953.69,0.1085,48,641.0,2.13,207012.76,0.98,1.55,Grace Period,13,62.8,Elevated,0
L100699,C1104,2025-01-01,2028-01-01,North America,United States,Technology,Mid-Market,Leasing,369063.12,277189.28,0.035,36,706.0,69.91,547150.87,0.507,1.41,Current,0,23.3,Low,0
L100700,C1156,2025-09-24,2027-09-24,North America,United States,Retail,SME,Equipment Finance,498274.44,439236.15,0.0678,24,735.0,4.91,687946.51,0.638,1.58,Current,0,22.7,Low,0
L100701,C1280,2025-04-10,2032-04-10,Europe,United Kingdom,Energy,Public Sector,Equipment Finance,2225929.55,2071257.67,0.0372,84,705.0,373.44,2969669.71,0.697,2.17,Current,0,30.5,Low,0
L100702,C1108,2024-11-23,2027-11-23,North America,Canada,Transportation,Enterprise,Equipment Finance,1201520.8,928492.55,0.0546,36,685.0,473.84,1248588.87,0.744,1.28,Grace Period,25,45.7,Moderate,0
L100703,C1249,2025-10-08,2030-10-08,Middle East & Africa,United Arab Emirates,Construction,SME,Leasing,260902.93,251536.57,0.1238,60,607.0,5.53,377226.43,0.667,0.93,Grace Period,20,64.5,Elevated,0
L100704,C1365,2023-04-24,2027-04-24,North America,United States,Manufacturing,SME,Equipment Finance,122846.54,62819.55,0.0632,48,696.0,4.66,196392.51,0.32,2.04,Current,0,24.1,Low,0
L100705,C1142,2025-04-17,2029-04-17,Europe,Netherlands,Manufacturing,Mid-Market,Equipment Finance,1448975.38,1324649.24,0.0409,48,702.0,137.59,1824576.06,0.726,1.64,Current,0,31.5,Low,0
L100706,C1091,2024-03-24,2028-03-24,Asia-Pacific,Singapore,Healthcare,Enterprise,Equipment Finance,3002727.74,1994066.2,0.032,48,713.0,480.72,4227006.36,0.472,1.46,Late 60,91,47.8,Moderate,0
L100707,C1072,2024-04-02,2028-04-02,Asia-Pacific,Australia,Transportation,Mid-Market,Trade Finance,1843291.14,1494107.56,0.0804,48,676.0,,2497349.07,0.598,1.65,Current,0,30.4,Low,0
L100708,C1004,2025-05-23,2030-05-23,Europe,France,Technology,SME,Equipment Finance,607700.67,558255.76,0.0574,60,651.0,6.51,787418.38,0.709,1.42,Late 30,45,58.0,Elevated,0
L100709,C1107,2023-10-08,2030-10-08,Europe,Netherlands,Construction,SME,Equipment Finance,176464.43,138408.56,0.1042,84,661.0,5.57,261464.96,0.529,0.79,Current,0,54.7,Moderate,0
L100710,C1322,2025-08-11,2029-08-11,Latin America,Chile,Public Sector,Public Sector,Leasing,521391.63,480923.53,0.032,48,820.0,210.18,639015.13,0.753,2.25,Current,0,23.2,Low,0
L100711,C1096,2024-06-02,2031-06-02,Asia-Pacific,Singapore,Construction,Mid-Market,Equipment Finance,625469.93,541361.95,0.0851,84,703.0,82.29,1049884.05,0.516,1.1,Current,0,39.1,Moderate,0
L100712,C1362,2024-01-27,2029-01-27,Asia-Pacific,China,Retail,Enterprise,Trade Finance,1110335.84,888499.45,0.0518,60,720.0,333.28,1597645.5,0.556,1.65,Late 60,106,49.2,Moderate,0
L100713,C1362,2023-12-18,2028-12-18,Middle East & Africa,Saudi Arabia,Construction,Mid-Market,Trade Finance,1816391.57,1357694.39,0.0934,60,657.0,63.48,1785285.84,0.76,1.04,Late 30,33,78.1,High,0
L100714,C1259,2024-04-28,2027-04-28,Asia-Pacific,China,Public Sector,Public Sector,Leasing,1673291.74,1180282.57,0.032,36,715.0,231.16,2509439.62,0.47,2.44,Current,0,13.5,Low,0
L100715,C1372,2025-10-16,2027-10-16,North America,Canada,Public Sector,SME,Leasing,420742.85,388026.69,0.032,24,718.0,6.73,485170.88,0.8,1.84,Current,0,27.4,Low,0
L100716,C1154,2023-04-05,2029-04-05,Europe,France,Construction,SME,Leasing,207539.36,151012.66,0.0762,72,676.0,6.83,332410.88,0.454,0.65,Current,0,55.6,Elevated,0
L100717,C1363,2024-07-10,2029-07-10,North America,Mexico,Public Sector,Public Sector,Equipment Finance,2022329.81,1580767.11,0.032,60,748.0,295.1,2977938.2,0.531,2.44,Current,0,12.6,Low,0
L100718,C1206,2025-07-13,2029-07-13,Asia-Pacific,Australia,Retail,Public Sector,Equipment Finance,2202369.19,2064490.46,0.0516,48,782.0,243.94,2291969.21,0.901,1.79,Current,0,43.7,Moderate,0
L100719,C1030,2024-05-05,2030-05-05,Latin America,Chile,Technology,SME,Equipment Finance,620244.53,536857.17,0.0851,72,682.0,14.55,974262.76,0.551,1.75,Current,0,23.9,Low,0
L100720,C1316,2024-09-27,2028-09-27,Europe,France,Transportation,SME,Equipment Finance,391139.14,313021.11,0.0781,48,687.0,,437313.42,0.716,1.49,Default,139,82.7,High,1
L100721,C1361,2024-01-27,2029-01-27,Europe,Netherlands,Technology,Mid-Market,Leasing,393675.23,327346.96,0.032,60,724.0,291.83,613326.57,0.534,1.99,Current,0,17.1,Low,0
L100722,C1336,2023-05-16,2027-05-16,North America,Canada,Public Sector,Mid-Market,Equipment Finance,2483738.55,1661914.07,0.032,48,715.0,59.82,4299966.73,0.386,1.76,Current,0,13.5,Low,0
L100723,C1158,2024-12-17,2030-12-17,Latin America,Brazil,Technology,SME,Equipment Finance,275472.56,248188.42,0.0887,72,645.0,9.97,424624.94,0.584,1.15,Current,0,41.0,Moderate,0
L100724,C1038,2025-10-20,2028-10-20,North America,Mexico,Public Sector,Enterprise,Leasing,1997490.59,1896816.32,0.032,36,748.0,306.02,2596047.8,0.731,2.03,Current,0,21.5,Low,0
L100725,C1222,2024-07-20,2027-07-20,North America,Mexico,Public Sector,SME,Leasing,55000.0,40888.01,0.032,36,722.0,13.11,74335.1,0.55,1.69,Current,0,12.6,Low,0
L100726,C1329,2024-04-02,2029-04-02,North America,Canada,Retail,Enterprise,Equipment Finance,5011459.52,3896842.94,0.0347,60,705.0,310.17,6723581.46,0.58,2.01,Current,0,23.9,Low,0
L100727,C1319,2023-05-15,2026-05-15,North America,Mexico,Energy,SME,Equipment Finance,346162.5,109561.46,0.0775,36,681.0,7.3,374785.67,0.292,1.35,Current,0,33.8,Low,0
L100728,C1234,2025-11-22,2032-11-22,Europe,Germany,Construction,SME,Equipment Finance,345944.33,339025.44,0.1067,84,609.0,4.67,593859.32,0.571,0.97,Late 30,34,77.4,High,0
L100729,C1298,2025-08-23,2030-08-23,Europe,Netherlands,Construction,Mid-Market,Equipment Finance,767258.43,733980.35,0.0691,60,712.0,76.76,972031.96,0.755,1.24,Current,0,44.6,Moderate,0
L100730,C1012,2025-09-17,2028-09-17,Europe,Germany,Retail,SME,Project Finance,432628.89,412149.58,0.0735,36,672.0,4.75,490876.24,0.84,1.7,Current,0,47.5,Moderate,0
L100731,C1236,2024-01-26,2027-01-26,North America,Mexico,Retail,Mid-Market,Trade Finance,508427.39,353390.98,0.0761,36,646.0,35.56,530540.72,0.666,1.52,Current,0,39.0,Moderate,0
L100732,C1041,2024-11-17,2030-11-17,North America,Canada,Transportation,SME,Leasing,320304.54,280711.53,0.081,72,649.0,4.65,526678.74,0.533,1.29,Current,0,42.0,Moderate,0
L100733,C1284,2024-04-11,2029-04-11,Europe,United Kingdom,Transportation,Public Sector,Leasing,2438696.31,1852177.17,0.0335,60,769.0,598.16,3918797.99,0.473,2.21,Current,0,22.5,Low,0
L100734,C1017,2023-09-13,2029-09-13,North America,Mexico,Manufacturing,Enterprise,Working Capital,1668525.18,1395441.02,0.045,72,688.0,641.3,1571874.65,0.888,1.39,Current,0,51.2,Moderate,0
L100735,C1226,2023-08-20,2026-08-20,Asia-Pacific,China,Retail,Enterprise,Working Capital,3307928.55,2034376.34,0.0636,36,683.0,215.87,2894450.83,0.703,0.88,Current,0,52.0,Moderate,0
L100736,C1360,2024-02-25,2030-02-25,North America,Mexico,Energy,SME,Equipment Finance,311848.03,258650.55,0.0795,72,661.0,10.85,506449.67,0.511,1.16,Current,0,42.4,Moderate,0
L100737,C1042,2024-08-07,2028-08-07,Europe,Germany,Construction,SME,Equipment Finance,243683.36,197570.45,0.0893,48,731.0,,325794.3,0.606,1.37,Current,0,29.0,Low,0
L100738,C1162,2023-05-09,2028-05-09,Europe,United Kingdom,Public Sector,Mid-Market,Leasing,815548.54,466480.3,0.032,60,696.0,91.96,1325952.28,0.352,1.92,Current,0,16.9,Low,0
L100739,C1015,2025-02-19,2029-02-19,Europe,Netherlands,Technology,Mid-Market,Leasing,330410.49,293642.55,0.032,48,732.0,81.73,520698.04,0.564,1.36,Late 30,51,40.0,Moderate,0
L100740,C1271,2024-05-22,2026-05-22,North America,United States,Energy,SME,Equipment Finance,373641.81,240918.46,0.0747,24,674.0,8.06,593936.73,0.406,1.67,Grace Period,15,29.9,Low,0
L100741,C1351,2025-08-12,2032-08-12,North America,Mexico,Manufacturing,SME,Equipment Finance,133467.15,129111.46,0.0763,84,650.0,17.35,145137.95,0.89,1.52,Current,0,54.8,Moderate,0
L100742,C1000,2023-11-19,2030-11-19,Middle East & Africa,South Africa,Public Sector,Mid-Market,Equipment Finance,533991.73,458545.65,0.032,84,728.0,34.7,825869.37,0.555,1.88,Current,0,12.6,Low,0
L100743,C1207,2023-02-01,2027-02-01,North America,Canada,Technology,SME,Equipment Finance,101238.59,67786.08,0.0583,48,664.0,8.03,178224.54,0.38,1.71,Current,0,27.2,Low,0
L100744,C1301,2023-12-09,2030-12-09,Europe,United Kingdom,,Mid-Market,Leasing,656690.01,545066.53,0.0467,84,690.0,126.65,774874.12,0.703,1.31,Current,0,38.1,Moderate,0
L100745,C1009,2025-12-27,2028-12-27,Europe,Germany,Construction,SME,Working Capital,456720.47,447586.06,0.1128,36,587.0,3.69,612542.88,0.731,1.31,Grace Period,29,63.4,Elevated,0
L100746,C1183,2023-12-17,2026-12-17,Europe,Netherlands,Energy,SME,Leasing,228773.96,159105.1,0.0786,36,663.0,3.46,275925.73,0.577,1.67,Current,0,31.9,Low,0
L100747,C1049,2025-02-25,2027-02-25,Europe,Netherlands,Retail,Mid-Market,Equipment Finance,1407740.91,985894.81,0.0479,24,726.0,48.54,2461425.13,0.401,1.91,Current,0,21.2,Low,0
L100748,C1350,2025-07-07,2029-07-07,Asia-Pacific,Australia,Healthcare,Mid-Market,Equipment Finance,3792588.49,3503065.18,0.0424,48,717.0,70.94,5727542.59,0.612,1.91,Current,0,16.7,Low,0
L100749,C1193,2023-11-09,2025-11-09,Middle East & Africa,United Arab Emirates,Energy,SME,Project Finance,763458.7,405844.2,0.1197,24,705.0,2.29,742368.43,0.547,1.35,Default,120,74.5,Elevated,1
L100750,C1197,2024-12-28,2028-12-28,North America,Canada,Manufacturing,Mid-Market,Leasing,466359.56,370070.06,0.0461,48,726.0,81.64,587279.27,0.63,1.16,Current,0,30.7,Low,0
L100751,C1378,2023-08-28,2026-08-28,Europe,Netherlands,Technology,Enterprise,Equipment Finance,2410382.97,1401516.84,0.032,36,743.0,200.45,2548489.63,0.55,1.86,Current,0,17.1,Low,0
L100752,C1299,2024-02-25,2029-02-25,North America,Mexico,Technology,Mid-Market,Equipment Finance,969561.34,670824.33,0.0356,60,689.0,129.32,1276240.18,0.526,1.49,Current,0,24.2,Low,0
L100753,C1119,2023-11-09,2029-11-09,Europe,Netherlands,Construction,Mid-Market,Project Finance,1242112.37,887206.33,0.0759,72,664.0,79.76,1970655.88,0.45,1.81,Current,0,34.4,Low,0
L100754,C1239,2025-01-23,2030-01-23,Asia-Pacific,Singapore,Technology,Public Sector,Working Capital,893088.05,789075.34,0.0394,60,701.0,753.12,804856.85,0.98,2.28,Current,0,49.3,Moderate,0
L100755,C1112,2025-08-13,2028-08-13,North America,Mexico,Healthcare,Mid-Market,Project Finance,3175101.54,2956373.15,0.037,36,705.0,87.8,5121203.3,0.577,1.54,Current,0,19.2,Low,0
L100756,C1197,2023-10-24,2028-10-24,Europe,France,Energy,Public Sector,Working Capital,2238466.43,1482341.21,0.0395,60,746.0,190.4,1689912.96,0.877,1.87,Current,0,42.2,Moderate,0
L100757,C1308,2023-11-24,2026-11-24,Latin America,Colombia,Energy,Enterprise,Leasing,1000896.12,602060.11,0.0774,36,793.0,292.54,1399861.98,0.43,1.48,Late 30,45,41.4,Moderate,0
L100758,C1360,2025-06-13,2030-06-13,North America,Canada,Retail,SME,Leasing,152337.83,144007.9,0.0782,60,680.0,6.38,247436.88,0.582,1.65,Current,0,28.4,Low,0
L100759,C1361,2024-05-09,2029-05-09,Europe,Netherlands,Manufacturing,Mid-Market,Equipment Finance,740510.22,584589.56,0.0413,60,671.0,56.92,1118625.98,0.523,1.21,Current,0,37.5,Moderate,0
L100760,C1188,2024-07-28,2028-07-28,Asia-Pacific,India,Retail,Enterprise,Working Capital,2700427.3,2087211.88,0.0734,48,669.0,1001.44,3657061.68,0.571,0.89,Current,0,47.6,Moderate,0
L100761,C1340,2025-02-13,2028-02-13,North America,United States,Healthcare,Public Sector,Working Capital,2395529.28,1841424.55,0.032,36,751.0,129.33,3409491.8,0.54,2.1,Current,0,16.2,Low,0
L100762,C1339,2023-05-13,2029-05-13,North America,United States,Manufacturing,Mid-Market,Equipment Finance,4645263.54,3187067.46,0.0498,72,735.0,203.04,6974317.74,0.457,0.95,Late 60,82,63.4,Elevated,0
L100763,C1207,2025-08-19,2031-08-19,North America,Mexico,Energy,SME,Project Finance,461008.33,436421.9,0.0948,72,656.0,12.12,685380.11,0.637,1.43,Grace Period,18,37.6,Moderate,0
L100764,C1013,2024-02-27,2029-02-27,Middle East & Africa,South Africa,Manufacturing,Mid-Market,Leasing,571153.08,416016.19,0.0665,60,725.0,51.12,527739.1,0.788,1.62,Late 30,46,51.2,Moderate,0
L100765,C1045,2024-12-04,2031-12-04,North America,United States,Public Sector,SME,Equipment Finance,459294.49,411690.39,0.032,84,683.0,16.77,615676.36,0.669,2.13,Current,0,23.2,Low,0
L100766,C1249,2024-04-28,2030-04-28,North America,Canada,Technology,Enterprise,Equipment Finance,2335181.77,1919663.34,0.032,72,772.0,295.38,2886749.4,0.665,1.66,Current,0,20.7,Low,0
L100767,C1315,2025-04-12,2028-04-12,North America,Canada,Healthcare,Mid-Market,Project Finance,1652244.17,1315693.44,0.0422,36,654.0,65.88,2508336.31,0.525,1.84,Current,0,28.1,Low,0
L100768,C1346,2024-11-01,2029-11-01,North America,Mexico,Transportation,Enterprise,Trade Finance,1772286.31,1440281.28,0.0519,60,783.0,217.54,2495704.36,0.577,1.77,Current,0,22.5,Low,0
L100769,C1092,2023-07-09,2027-07-09,Asia-Pacific,China,Transportation,Enterprise,Leasing,568663.78,299785.95,0.0669,48,680.0,1508.18,773843.74,0.387,1.19,Current,0,39.1,Moderate,0
L100770,C1341,2023-07-13,2027-07-13,North America,Canada,Retail,Mid-Market,Trade Finance,676650.13,369774.89,0.0529,48,722.0,20.89,1081739.6,0.342,1.82,Current,0,21.2,Low,0
L100771,C1314,2025-08-19,2028-08-19,Europe,Germany,Retail,Mid-Market,Project Finance,1613043.86,1469085.29,0.0669,36,682.0,23.74,1559250.22,0.942,1.67,Current,0,53.8,Moderate,0
L100772,C1184,2024-07-16,2031-07-16,Europe,Netherlands,Construction,Enterprise,Project Finance,12500000.0,11136348.9,0.0607,84,710.0,323.84,20192261.93,0.552,1.38,Current,0,30.5,Low,0
L100773,C1142,2023-10-04,2028-10-04,Middle East & Africa,South Africa,Public Sector,Enterprise,Project Finance,6437533.74,4213636.36,0.0379,60,745.0,1089.67,6280287.52,0.671,1.89,Current,0,16.7,Low,0
L100774,C1179,2023-06-14,2026-06-14,North America,Mexico,Public Sector,Enterprise,Leasing,1256512.24,818798.31,0.032,36,764.0,867.65,1457884.86,0.562,1.99,Grace Period,15,12.6,Low,0
L100775,C1256,2023-05-07,2027-05-07,Middle East & Africa,South Africa,Technology,SME,Working Capital,154591.58,103522.27,0.0803,48,698.0,5.93,178198.53,0.581,1.55,Current,0,21.1,Low,0
L100776,C1307,2025-10-08,2029-10-08,Europe,Netherlands,Construction,Mid-Market,Working Capital,158506.71,152864.19,0.0796,48,722.0,109.09,155921.47,0.98,1.29,Current,0,59.9,Elevated,0
L100777,C1065,2025-12-20,2030-12-20,North America,Mexico,Manufacturing,SME,Working Capital,88956.87,87177.73,0.0816,60,726.0,5.12,106027.89,0.822,1.45,Grace Period,27,38.6,Moderate,0
L100778,C1127,2024-03-23,2030-03-23,Asia-Pacific,China,Construction,Enterprise,Equipment Finance,5014676.4,4040817.54,0.0678,72,727.0,623.71,8031325.02,0.503,1.26,Current,0,31.8,Low,0
L100779,C1045,2023-08-05,2027-08-05,Middle East & Africa,United Arab Emirates,Retail,Mid-Market,Working Capital,461816.46,329607.67,0.077,48,757.0,161.5,600998.41,0.548,1.06,Default,159,79.0,High,1
L100780,C1356,2024-04-17,2028-04-17,North America,Mexico,Manufacturing,Mid-Market,Trade Finance,1075707.48,866744.13,0.0408,48,708.0,49.78,1112827.75,0.779,1.68,Current,0,34.7,Low,0
L100781,C1154,2023-05-12,2028-05-12,Middle East & Africa,United Arab Emirates,Public Sector,SME,Equipment Finance,104326.3,76874.4,0.0497,60,731.0,3.42,120659.37,0.637,1.37,Current,0,18.6,Low,0
L100782,C1095,2024-08-10,2028-08-10,Europe,France,Retail,SME,Trade Finance,184363.71,148682.49,0.064,48,676.0,7.36,173160.95,0.859,1.66,Grace Period,14,48.3,Moderate,0
L100783,C1077,2024-11-20,2028-11-20,Europe,United Kingdom,Energy,Enterprise,Leasing,1974462.3,1740709.18,0.0344,48,707.0,,2503892.41,0.695,1.82,Current,0,29.9,Low,0
L100784,C1028,2025-12-07,2028-12-07,Latin America,Colombia,Technology,SME,Equipment Finance,568336.22,556969.5,0.0854,36,688.0,5.89,638326.95,0.873,1.16,Current,0,53.2,Moderate,0
L100785,C1179,2023-12-22,2026-12-22,Europe,United Kingdom,Retail,SME,Equipment Finance,482279.3,313466.3,0.0729,36,679.0,10.25,607164.44,0.516,1.5,Current,0,29.9,Low,0
L100786,C1293,2023-08-12,2027-08-12,Asia-Pacific,China,Retail,Enterprise,Project Finance,9313521.95,6232277.86,0.0562,48,723.0,423.69,14252722.37,0.437,1.36,Current,0,26.2,Low,0
L100787,C1122,2023-05-03,2029-05-03,Europe,Netherlands,Manufacturing,Enterprise,Leasing,6360526.65,4832138.15,0.032,72,752.0,519.5,10249951.85,0.471,1.31,Current,0,26.0,Low,0
L100788,C1153,2024-02-23,2028-02-23,Asia-Pacific,India,Healthcare,SME,Equipment Finance,263704.85,185998.31,0.0473,48,716.0,6.94,431568.01,0.431,1.39,Current,0,21.1,Low,0
L100789,C1241,2024-10-24,2027-10-24,Europe,Germany,Construction,SME,Working Capital,389487.15,265968.46,0.1095,36,649.0,6.57,271287.83,0.98,1.21,Current,0,74.7,Elevated,0
L100790,C1135,2023-03-16,2028-03-16,North America,Canada,Energy,Public Sector,Equipment Finance,1224849.27,903667.49,0.041,60,628.0,625.35,1771154.31,0.51,2.07,Current,0,38.2,Moderate,0
L100791,C1280,2025-04-21,2032-04-21,Europe,France,Healthcare,Enterprise,Leasing,1389833.93,1308959.68,0.032,84,811.0,603.6,1424572.96,0.919,1.94,Current,0,40.1,Moderate,0
L100792,C1121,2024-05-05,2028-05-05,Europe,France,,Mid-Market,Project Finance,2774541.08,1976106.65,0.0537,48,693.0,48.04,3278980.9,0.603,1.91,Late 30,38,42.7,Moderate,0
L100793,C1169,2025-05-10,2027-05-10,North America,Canada,Manufacturing,SME,Working Capital,75018.47,64551.46,0.0849,24,641.0,7.63,75088.93,0.86,1.13,Current,0,64.1,Elevated,0
L100794,C1372,2024-05-10,2029-05-10,North America,United States,Transportation,SME,Project Finance,841941.64,631851.65,0.0951,60,615.0,10.28,1353173.29,0.467,1.25,Current,0,49.2,Moderate,0
L100795,C1317,2023-06-22,2027-06-22,Europe,Netherlands,Transportation,SME,Working Capital,190422.57,91549.76,0.0851,48,645.0,8.89,219995.97,0.416,1.75,Current,0,36.0,Moderate,0
L100796,C1217,2023-01-10,2028-01-10,North America,Canada,Transportation,Enterprise,Trade Finance,4198247.17,2547813.04,0.055,60,701.0,749.53,4621184.0,0.551,1.07,Current,0,38.4,Moderate,0
L100797,C1148,2024-09-21,2027-09-21,North America,Mexico,,SME,Equipment Finance,315400.57,203015.14,0.102,36,622.0,2.17,473761.98,0.429,1.15,Late 30,37,70.3,Elevated,0
L100798,C1376,2024-08-09,2026-08-09,Asia-Pacific,India,Healthcare,SME,Equipment Finance,337251.65,200253.55,0.0596,24,657.0,1.17,584760.34,0.342,1.26,Current,0,35.1,Moderate,0
L100799,C1175,2025-06-17,2029-06-17,Asia-Pacific,Australia,Energy,Enterprise,Equipment Finance,4660622.99,4270277.05,0.0478,48,748.0,1058.33,4960624.23,0.861,1.5,Current,0,42.2,Moderate,0
L100800,C1130,2025-08-06,2030-08-06,Asia-Pacific,Australia,Manufacturing,Public Sector,Leasing,1146184.44,1103715.96,0.0341,60,820.0,301.92,1733020.27,0.637,1.81,Current,0,21.2,Low,0
L100801,C1226,2023-06-16,2027-06-16,Europe,Germany,Energy,Enterprise,Working Capital,1266603.33,927219.1,0.0549,48,759.0,473.62,1067332.64,0.869,1.75,Current,0,41.5,Moderate,0
L100802,C1157,2023-12-03,2026-12-03,Middle East & Africa,Saudi Arabia,Healthcare,Mid-Market,Working Capital,701902.19,456874.08,0.0586,36,758.0,89.2,557893.59,0.819,1.6,Current,0,32.1,Low,0
L100803,C1337,2023-08-21,2027-08-21,Europe,United Kingdom,Manufacturing,Mid-Market,Equipment Finance,952866.73,606983.91,0.0548,48,690.0,191.59,1614299.35,0.376,1.31,Current,0,31.4,Low,0
L100804,C1080,2023-04-01,2028-04-01,North America,United States,Manufacturing,Mid-Market,Equipment Finance,765263.27,507159.38,0.0512,60,708.0,139.33,781630.03,0.649,1.47,Current,0,26.4,Low,0
L100805,C1019,2023-01-28,2026-01-28,North America,Mexico,,SME,Working Capital,171137.82,87043.83,0.0806,36,688.0,9.99,211494.57,0.412,1.39,Current,0,29.7,Low,0
L100806,C1163,2023-03-24,2028-03-24,Asia-Pacific,Australia,Transportation,Mid-Market,Trade Finance,1588465.26,996739.05,0.0812,60,665.0,33.47,1533538.21,0.65,1.63,Current,0,34.8,Low,0
L100807,C1360,2024-07-17,2029-07-17,North America,Mexico,Transportation,Mid-Market,Equipment Finance,749578.69,642514.91,0.0661,60,674.0,36.28,1111997.34,0.578,2.17,Current,0,30.8,Low,0
L100808,C1023,2023-06-26,2027-06-26,Europe,United Kingdom,Retail,Mid-Market,Equipment Finance,737075.71,481444.51,0.0495,48,724.0,13.21,1095053.24,0.44,1.79,Current,0,21.2,Low,0
L100809,C1307,2023-08-23,2030-08-23,Latin America,Colombia,Public Sector,Enterprise,Equipment Finance,1288472.98,1073976.87,0.032,84,795.0,710.92,2147990.16,0.5,1.53,Current,0,13.1,Low,0
L100810,C1000,2023-05-04,2029-05-04,North America,Mexico,Transportation,Public Sector,Leasing,1642485.4,1136892.83,0.0336,72,737.0,457.34,2491576.23,0.456,1.87,Current,0,22.5,Low,0
L100811,C1211,2025-03-21,2029-03-21,North America,Mexico,Manufacturing,SME,Equipment Finance,477857.91,416437.19,0.0761,48,627.0,11.5,732973.47,0.568,1.52,Late 60,68,65.3,Elevated,0
L100812,C1172,2024-11-11,2026-11-11,Latin America,Chile,Transportation,Mid-Market,Leasing,1180596.17,692209.39,0.1004,24,679.0,88.16,1399491.32,0.495,1.15,Late 60,89,68.3,Elevated,0
L100813,C1060,2025-11-24,2029-11-24,Europe,United Kingdom,Manufacturing,SME,Working Capital,191186.66,187362.93,0.087,48,,5.0,191110.19,0.98,1.55,Current,0,67.1,Elevated,0
L100814,C1283,2023-05-25,2026-05-25,North America,United States,Technology,SME,Leasing,426248.45,207004.41,0.0525,36,684.0,3.88,586842.75,0.353,0.98,Current,0,38.4,Moderate,0
L100815,C1066,2023-08-27,2027-08-27,Middle East & Africa,Saudi Arabia,Healthcare,SME,Leasing,374185.83,191945.2,0.0604,48,693.0,3.3,476236.54,0.403,1.61,Current,0,21.1,Low,0
L100816,C1166,2024-05-13,2030-05-13,Middle East & Africa,United Arab Emirates,Technology,SME,Equipment Finance,622555.09,549487.84,0.0645,72,671.0,4.97,671398.71,0.818,1.29,Late 30,42,66.5,Elevated,0
L100817,C1212,2024-12-06,2030-12-06,Europe,France,Energy,Enterprise,Trade Finance,3990386.35,3575588.59,0.0525,72,737.0,261.79,6451143.56,0.554,1.63,Current,0,21.6,Low,0
L100818,C1196,2023-05-04,2027-05-04,Asia-Pacific,Australia,Construction,Mid-Market,Leasing,1806898.77,1304620.36,0.085,48,698.0,172.28,2052302.08,0.636,1.75,Current,0,29.5,Low,0
L100819,C1012,2023-08-05,2027-08-05,North America,United States,Public Sector,Public Sector,Equipment Finance,2034063.11,1466803.7,0.032,48,,102.58,2078010.21,0.706,1.99,Current,0,19.5,Low,0
L100820,C1169,2024-04-28,2026-04-28,North America,Mexico,Construction,SME,Equipment Finance,151203.61,72580.99,0.1057,24,604.0,4.87,256481.8,0.283,1.35,Late 60,93,78.4,High,0
L100821,C1248,2023-01-17,2027-01-17,Europe,France,Transportation,SME,Working Capital,263865.86,171613.94,0.091,48,648.0,1.66,293626.8,0.584,1.52,Default,215,81.2,High,1
L100822,C1200,2024-03-10,2026-03-10,North America,Mexico,Technology,Mid-Market,Project Finance,2819651.21,1222636.0,0.0347,24,729.0,69.71,4087917.65,0.299,1.8,Current,0,17.1,Low,0
L100823,C1277,2025-04-13,2031-04-13,Asia-Pacific,Australia,Manufacturing,SME,Equipment Finance,811527.54,731638.0,0.0687,72,732.0,5.49,920677.73,0.795,0.96,Grace Period,13,49.1,Moderate,0
L100824,C1294,2024-07-05,2030-07-05,Middle East & Africa,United Arab Emirates,Construction,SME,Equipment Finance,686406.08,603321.57,0.1131,72,640.0,4.41,908427.05,0.664,1.46,Current,0,44.6,Moderate,0
L100825,C1068,2024-04-16,2027-04-16,North America,United States,Technology,Public Sector,Equipment Finance,6936736.26,5136000.95,0.032,36,778.0,128.99,10431435.7,0.492,2.07,Current,0,17.1,Low,0
L100826,C1305,2024-06-12,2029-06-12,Europe,Netherlands,Energy,SME,Working Capital,257237.38,196419.15,0.0766,60,697.0,5.51,223339.55,0.879,1.2,Late 30,46,73.6,Elevated,0
L100827,C1340,2025-11-23,2030-11-23,North America,Canada,Healthcare,SME,Trade Finance,242317.35,237471.0,0.0567,60,676.0,3.92,345574.64,0.687,1.55,Current,0,29.5,Low,0
L100828,C1318,2024-07-01,2030-07-01,Middle East & Africa,Saudi Arabia,Retail,Mid-Market,Leasing,325541.42,262818.0,0.0681,72,736.0,,350025.78,0.751,1.29,Current,0,38.5,Moderate,0
L100829,C1323,2024-08-27,2028-08-27,North America,United States,Transportation,Mid-Market,Leasing,869115.39,706414.81,0.0622,48,736.0,195.2,918521.01,0.769,1.19,Current,0,43.8,Moderate,0
