lender_key,lender_name,lender_city,lender_state
1301,The Merchants & Citizens Bank,Mcrae,GA
1302,The Middlefield Banking Company,Middlefield,OH
1303,The Millyard Bank,Nashua,NH
1304,The National Bank of Adams County of West Union,West Union,OH
1305,The National Bank of Indianapolis,Indianapolis,IN
1306,The National Bank of Malvern,Malvern,PA
1307,The National Capital Bank of Washington,Washington,DC
1308,The New Washington State Bank,New Washington,IN
1309,The Nodaway Valley Bank,Maryville,MO
1310,The North Salem State Bank,North Salem,IN
1311,The Ohio Valley Bank Company,Gallipolis,OH
1312,The Park National Bank,Newark,OH
1313,The Pecos County State Bank,Fort Stockton,TX
1314,The Peoples Bank,Pratt,KS
1315,The Peoples Community Bank,Mazomanie,WI
1316,The Piedmont Bank,Norcross,GA
1317,The Pueblo Bank and Trust Company,Pueblo,CO
1318,The Riddell National Bank,Brazil,IN
1319,The Savings Bank,Wakefield,MA
1320,The Shelby State Bank,Shelby,MI
1321,The State Bank,Fenton,MI
1322,The State Bank and Trust Company,Defiance,OH
1323,The Stephenson National Bank and Trust,Marinette,WI
1324,The Tri-County Bank,Stuart,NE
1325,The Union Bank Company,Columbus Grove,OH
1326,The Union State Bank of Everest,Everest,KS
1327,The Victory Bank,Limerick,PA
1328,The Washington Trust Company of Westerly,Westerly,RI
1329,The Yellowstone Bank,Billings,MT
1330,Think Mutual Bank,Rochester,MN
1331,Third Coast Bank,Humble,TX
1332,Three Rivers Bank of Montana,Kalispell,MT
1333,Three Rivers FCU,Fort Wayne,IN
1334,Thumb Bank & Trust,Pigeon,MI
1335,Timberland Bank,Hoquiam,WA
1336,Timberline Bank,Grand Junction,CO
1337,Time Bank,Park Ridge,IL
1338,Tinker FCU,Oklahoma City,OK
1339,Tompkins Community Bank,Ithaca,NY
1340,Torrington Savings Bank,Torrington,CT
1341,Town & Country Bank,Salem,MO
1342,"Town Bank, National Association",Hartland,WI
1343,Town and Country CU,Minot,ND
1344,"Traditional Bank, Inc.",Mount Sterling,KY
1345,Traditions Bank,York,PA
1346,"TransPecos Banks, SSB.",Pecos,TX
1347,Travis CU,Vacaville,CA
1348,Trenton Business Assistance Corporation,Princeton,NJ
1349,"Triad Bank, National Association",Tulsa,OK
1350,Triad Business Bank,Greensboro,NC
1351,Triangle CU,Nashua,NH
1352,Troy Bank & Trust Company,Troy,AL
1353,TruBank,Indianola,IA
1354,TruFund Financial Services Inc,New York,NY
1355,True Access Capital,Wilmington,DE
1356,Truist Bank,Charlotte,NC
1357,Truliant FCU,Winston Salem,NC
1358,Trustmark National Bank,Jackson,MS
1359,Tulsa Economic Development Corporation,Tulsa,OK
1360,Twin Cedars Bank,Bussey,IA
1361,Two Rivers Bank & Trust,Burlington,IA
1362,"U.S. Bank, National Association",Cincinnati,OH
1363,U.S. Century Bank,Doral,FL
1364,"UMB Bank, National Association",Kansas City,MO
1365,US Eagle FCU,Albuquerque,NM
1366,US Metro Bank,Garden Grove,CA
1367,Ultima Bank Minnesota,Winger,MN
1368,Umpqua Bank,Roseburg,OR
1369,UniBank for Savings,Whitinsville,MA
1370,Unified Bank,Martins Ferry,OH
1371,Union Bank,Grand Rapids,MI
1372,Union Bank,Morrisville,VT
1373,Union Bank and Trust Company,Lincoln,NE
1374,Union Bank and Trust Company,Minneapolis,MN
1375,Union National Bank,Elgin,IL
1376,Union Savings Bank,Danbury,CT
1377,Union State Bank of Hazen,Hazen,ND
1378,United Bank,Atmore,AL
1379,United Bank,Zebulon,GA
1380,United Bank of Iowa,Ida Grove,IA
1381,United Bank of Michigan,Grand Rapids,MI
1382,United Bank of Philadelphia,Philadelphia,PA
1383,United Bank of Union,Union,MO
1384,United Business Bank,Walnut Creek,CA
1385,United Community Bank,Chatham,IL
1386,United Community Bank,Greenville,SC
1387,United Community Bank,Perham,MN
1388,United Cumberland Bank,Whitley City,KY
1389,United FCU,Saint Joseph,MI
1390,"United Midwest Savings Bank, National Association",De Graff,OH
1391,United Minnesota Bank,New London,MN
1392,United Pacific Bank,City Of Industry,CA
1393,United Prairie Bank,Mountain Lake,MN
1394,United Republic Bank,Elkhorn,NE
1395,UnitedOne Credit Union,Manitowoc,WI
1396,Unity Bank,Augusta,WI
1397,Unity Bank,Clinton,NJ
1398,Unity National Bank of Houston,Houston,TX
1399,University Bank,Ann Arbor,MI
1400,University First FCU,Salt Lake City,UT
1401,Univest Bank and Trust Co,Souderton,PA
1402,Upper Peninsula State Bank,Escanaba,MI
1403,VISIONBank,Fargo,ND
1404,Valley Bank of Ronan,Ronan,MT
1405,"Valley Economic Development Partners, Inc.",Youngstown,OH
1406,Valley First CU,Modesto,CA
1407,Valley National Bank,Passaic,NJ
1408,Valliance Bank,Oklahoma City,OK
1409,"VelocitySBA, LLC",Costa Mesa,CA
1410,"VeraBank, National Association",Henderson,TX
1411,Veritex Community Bank,Dallas,TX
1412,"Vermont Community Loan Fund, Inc.",Montpelier,VT
1413,Vermont FCU,Burlington,VT
1414,Viking Bank National Association,Alexandria,MN
1415,Village Bank,Midlothian,VA
1416,Village Bank,Saint Francis,MN
1417,"Village Bank and Trust, National Association",Arlington Heights,IL
1418,Virginia National Bank,Charlottesville,VA
1419,Vision Bank,Ada,OK
1420,VisionBank,Saint Louis Park,MN
1421,VisionBank of Iowa,Ames,IA
1422,Vista Bank,Dallas,TX
1423,Wadena State Bank,Wadena,MN
1424,Wallis Bank,Wallis,TX
1425,Wasatch Peaks FCU,Ogden,UT
1426,Washington Business Bank,Olympia,WA
1427,Washington Trust Bank,Spokane,WA
1428,Watertown Savings Bank,Watertown,NY
1429,Waukesha State Bank,Waukesha,WI
1430,Wayne Bank,Honesdale,PA
1431,Webster Bank National Association,Waterbury,CT
1432,Webster Five Cents Savings Bank,Webster,MA
1433,"Welch State Bank of Welch, Okla.",Welch,OK
1434,Welcome State Bank,Welcome,MN
1435,"Wells Fargo Bank, National Association",Sioux Falls,SD
1436,"WesBanco Bank, Inc.",Wheeling,WV
1437,West Bank,West Des Moines,IA
1438,West Central Development Corporation,Perrysburg,OH
1439,West Gate Bank,Lincoln,NE
1440,West Shore Bank,Ludington,MI
1441,West Town Bank & Trust,North Riverside,IL
1442,West Union Bank,West Union,WV
1443,WestStar Bank,El Paso,TX
1444,Westerly Community CU,Westerly,RI
1445,Western Alliance Bank,Phoenix,AZ
1446,Western Commerce Bank,Carlsbad,NM
1447,Western Nebraska Bank,Curtis,NE
1448,Western State Bank,Devils Lake,ND
1449,Westfield Bank,Westfield,MA
1450,"Westfield Bank, FSB",Westfield Center,OH
1451,Westside State Bank,Westside,IA
1452,"Wheaton Bank & Trust Company, National Association",Wheaton,IL
1453,Wildfire CU,Saginaw,MI
1454,"Wilmington Savings Fund Society, FSB",Wilmington,DE
1455,Wilson & Muir Bank & Trust Company,Bardstown,KY
1456,Wilson Bank & Trust,Lebanon,TN
1457,Wings Financial CU,Apple Valley,MN
1458,"Wintrust Bank, National Association",Chicago,IL
1459,Wisconsin Women's Business Initiative Corporation,Milwaukee,WI
1460,Woodlands National Bank,Hinckley,MN
1461,Woodsville Guaranty Savings Bank,Woodsville,NH
1462,Woori America Bank,New York,NY
1463,Workers FCU,Littleton,MA
1464,Worthington Bank,Arlington,TX
1465,Wright Patt CU Inc,Beavercreek,OH
1466,"Zions Bank, A Division of",Salt Lake City,UT
1467,b1BANK,Baton Rouge,LA
1468,bankESB,Easthampton,MA
1469,bankHometown,Oxford,MA
1470,bankcda,Coeur D'Alene,ID
1471,i3 Bank,Bennington,NE
1472,iTHINK Financial CU,Delray Beach,FL
